id,title,categories,rating,ratings,image url,time,description,ingredients,steps,url
47,"My Country Style Steak","Meat and Poultry,Beef,Steaks",4.5,459,"https://www.allrecipes.com/thmb/FLdYIlNKaUWn0ZAygUL_zwzvpDM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/200174-73a387d837ee4be2a0151679e5f340fa.jpg","1 hr 10 mins","My country style steak is a simple and easy recipe for cube steak that can easily be stretched to feed as many as you like. Serve over rice or potatoes.","1 pound cube steak, cut into bite-sized pieces|½ cup all-purpose flour for coating|2 tablespoons vegetable oil|1 (1 ounce) envelope dry onion soup mix|1 tablespoon all-purpose flour|2 cups water, or as needed|salt and ground black pepper to taste|garlic salt to taste","Dredge steak pieces in 1/2 cup flour to coat; shake off excess. Heat oil in a large skillet over medium-high heat; add steak pieces. Cook until browned on all sides and some juices in skillet. Transfer to a plate using a slotted spoon; set aside.|Whisk soup mix and remaining 1 tablespoon flour together in a bowl; sprinkle into skillet. Cook and stir over medium heat until starts to brown. Gradually stir in water; return steak to skillet and season with salt, pepper, and garlic salt. Cover, and simmer over low heat for about 1 hour.","https://www.allrecipes.com/recipe/90314/my-country-style-steak/"
48,"Chicken Etouffee","Soups, Stews and Chili Stews,Etouffee Recipes",4.7,10,"https://www.allrecipes.com/thmb/MIfQh5UHxtMP_6cP7sG1jd6gF18=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8237315-85e21ceac11c40ada160f2e8809a3355.jpg","1 hr 15 mins","This chicken version isn't a true étouffée like the shrimp or crawfish you'll see at a restaurant, which is probably why my family and I like it so much.","2 cups all-purpose flour|1 tablespoon salt|1 tablespoon ground black pepper|1 teaspoon ground cayenne pepper|¼ cup unsalted butter|1 tablespoon extra-virgin olive oil|1 pound skinless, boneless chicken breasts, cubed|3 stalks celery, chopped, or more to taste|1 green bell pepper, chopped|1 onion, chopped|1 clove garlic, minced|2 tablespoons unsalted butter, or more to taste|1 cup water, or as needed to cover|4 bay leaves|3 cups cooked rice","Whisk flour, salt, black pepper, and cayenne pepper together in a bowl; add cubed chicken and dredge to coat. Reserve remaining seasoned flour.|Heat 1/4 cup butter and olive oil in a large skillet; add chicken and cook until golden brown and no longer pink inside, about 10 minutes. Transfer to a bowl, leaving butter mixture in skillet. Reduce heat to low.|Stir 1 tablespoon reserved seasoned flour into pan drippings; cook and stir until mixture forms a paste and dark caramel color, 10 to 15 minutes. Watch carefully and stir constantly to avoid burning. Add celery, bell pepper, onion, garlic, and remaining 2 tablespoons butter to flour paste; toss to coat with butter and browned flour mixture. Cook and stir until vegetables soft, about 10 minutes.|Add water to cover vegetables; add bay leaves and bring to a simmer. Return chicken to skillet; cook until flavors blended, about 10 minutes more. Serve with cooked rice.|Editor's Note:|The nutrition data for this recipe includes the full amount of the breading ingredients. The actual amount of the breading consumed will vary.","https://www.allrecipes.com/recipe/231769/chicken-etouffee/"
49,"Mexican Pot Roast","Cuisine,Latin American,Mexican",4.6,71,"https://www.allrecipes.com/thmb/nms1iNP60zguB57rc-dnOb2Syfw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7947396-a6f21c6ad2294244925192efef118ba0.jpg","8 hrs 25 mins","This Mexican pot roast freezes well. The meat can be used in burritos, tacos, Mexican dishes, and soups.","1 (4 pound) beef chuck roast, trimmed|1 teaspoon salt|1 teaspoon ground black pepper|2 tablespoons olive oil|1 ¼ cups diced green chile pepper|1 large onion, chopped|1 (5 ounce) bottle hot sauce|¼ cup taco seasoning|1 teaspoon chili powder|1 teaspoon cayenne pepper|1 teaspoon garlic powder","Season chuck roast with salt and pepper. Heat olive oil in a large skillet over medium-high heat; add roast. Cook until entirely browned, 2 to 3 minutes per side; transfer to a slow cooker.|Sprinkle diced chile pepper, onion, hot sauce, taco seasoning, chili powder, cayenne pepper, and garlic powder over roast.|Cook on Low until roast is fall-apart tender, 8 to 10 hours.","https://www.allrecipes.com/recipe/229053/mexican-pot-roast/"
50,"Oven-Roasted Tri-Tip","Main Dishes,Roast Recipes",4.8,8,"https://www.allrecipes.com/thmb/-LP9yp5mmn_S78GuodmFi8c_VZk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6504872-0a9c936012fc4e6786d5da7297d26ab3.jpg","2 hrs 50 mins","We all know tri-tips are made for grilling, but weather and life don't always permit outdoor cooking. So, this oven-roasted tri-tip plan B gets an A in our house.","¼ cup vegetable oil|¼ cup soy sauce|2 teaspoons ground cumin|1 teaspoon minc ed garlic|1 teaspoon ground black pepper|1 (2 pound) beef tri-tip roast|1 onion, cut into wedges","Whisk oil, soy sauce, cumin, garlic, and pepper together in a large glass or ceramic bowl. Add tri-tip and onion; toss to evenly coat. Cover the bowl with plastic wrap and marinate in the refrigerator for 2 hours, or up to 24 hours.|Preheat the oven to 425 degrees F (220 degrees C). Remove tri-tip mixture from refrigerator; let rest at room temperature while preheating the oven.|Remove tri-tip from marinade and shake off excess; place on a rack in a shallow roasting pan. Remove onions from marinade; place around tri-tip. Discard remaining marinade.|Roast in the preheated oven until an instant-read thermometer inserted into the center reads 135 degrees F (57 degrees C) for medium-rare or 150 degrees F (66 degrees C) for medium, 30 to 45 minutes.|Allow to rest at least 15 minutes before slicing against the grain.|Editor's Note:|Nutrition data for this recipe includes the full amount of marinade ingredients. The actual amount of marinade consumed will vary.","https://www.allrecipes.com/recipe/271159/oven-roasted-tri-tip/"
51,"Mom's Mexican Cornbread","Bread,Quick Bread Cornbread Recipes",4.4,67,"https://www.allrecipes.com/thmb/1VY640yUdqY3BjTGC2zwAh1Qo1c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2305902-857cc0903d3d4744a9338b6bf5711a28.jpg","1 hr 20 mins","This Mexican cornbread containing meat, cheese, peppers, and other ingredients is a family favorite. It's great alone or with a bowl of beans on the side. You may add extra cheese or peppers to suit your own taste. If making a double batch, use 1 can of whole-kernel corn and 1 can of cream-style corn.","1 pound ground beef|1 cup cornmeal|1 teaspoon salt|1 teaspoon baking soda|1 (14.5 ounce) can cream-style corn|1 cup milk|1 cup shredded Cheddar cheese|1 onion, chopped|2 jalapeño peppers, chopped|1 egg","Preheat the oven to 350 degrees F (175 degrees C). Coat a 9X12-inch baking dish with cooking spray.|Heat a large skillet over medium heat. Add ground beef; cook and stir until no longer pink. Set aside.|Whisk cornmeal, salt, and baking soda together in a large bowl. Stir in corn, milk, Cheddar cheese, onion, jalapeños, and egg. Stir in browned beef; pour into the prepared baking dish.|Bake in the preheated oven until golden brown, about 1 hour.","https://www.allrecipes.com/recipe/66428/moms-mexican-cornbread/"
52,"Scallop Gratin","Seafood,Shellfish,Scallops",4.7,80,"https://www.allrecipes.com/thmb/r5zhVQDa55-8JF6F-Z6c4dd1uyM=/75x75/filters:no_upscale():max_bytes(150000):strip_icc()/chef-john-c50f1c2cb23f4e7786d66c30bddf8bcb.jpg","30 mins","As far as I'm concerned, a simple gratin is the most delicious way to cook fresh scallops. The only real way to screw this recipe up would be to use the wrong scallops. And by wrong, I mean any scallops that have been soaked in a preservative brine. These are easy to identify, as they're usually sitting in a pool of milky liquid. What you want are usually sold as wild 'day-boat,' 'diver,' or 'dry-pack' scallops. They are really expensive, and worth every penny. Serve with French bread for dipping.","2 tablespoons unsalted butter, or as needed, melted, divided|¼ cup crème fraîche|¼ cup white wine|1 teaspoon grated lemon zest|1 pinch cayenne pepper, or to taste|1 pinch kosher salt, or to taste|8 dry-pack sea scallops|2 tablespoons chopped fresh tarragon|2 tablespoons finely grated Parmesan cheese","Preheat the oven to 450 degrees F (230 degrees C). Brush 2 small gratin dishes with 1 tablespoon melted butter.|Whisk crème fraîche, white wine, lemon zest, cayenne pepper, and kosher salt together in a bowl until smooth; add scallops and toss to coat. Let sit until flavors begin to meld, about 5 minutes.|Divide scallops between prepared gratin dishes; pour remaining crème fraîche sauce over top. Top with tarragon and Parmesan cheese; drizzle remaining 1 tablespoon butter over top.|Bake in the preheated oven for 4 minutes. Increase oven setting to broil; continue cooking until scallops golden brown, slightly springy, and opaque, 2 to 4 minutes more.","https://www.allrecipes.com/recipe/241739/scallop-gratin/"
53,"Beer Pancakes","Breakfast and Brunch,Pancake Recipes",4.4,235,"https://www.allrecipes.com/thmb/Sv7UC3M9kEv4nRvW2ZjepKE3gOo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1058852-cdf04b3c139f44fd8dbb0ca5eb96cfd5.jpg","20 mins","Beer pancakes are great for when you run out of milk but still want pancakes! Also can be made kid-friendly with root beer. Very fluffy and moist!","1 cup sifted all-purpose flour|¼ cup white sugar|¾ teaspoon baking powder|½ teaspoon salt|1 cup beer|2 tablespoons unsalted butter, melted|1 egg, beaten","Whisk flour, sugar, baking powder, and salt together in a large bowl. Whisk in beer, melted butter, and egg just until blended; a few lumps are okay.|Heat a skillet or griddle over medium heat. Coat with vegetable oil or cooking spray. Drop batter by 1/4 cupfuls onto the skillet and cook until bubbles appear on pancake tops. Flip and cook until browned on the other side. Repeat with remaining batter.","https://www.allrecipes.com/recipe/87685/beer-pancakes/"
54,"Slow Cooker Zucchini Soup","Soup Vegetable Soup Squash Soup Zucchini Soup Recipes",4.8,733,"","4 hrs 45 mins","This slow cooker zucchini soup is great as thick soup served with French bread or served over rice or noodles. It's better the next day!","1 ½ pounds sweet Italian sausage|2 cups 1/2-inch pieces celery|2 pounds zucchini, cut into 1/2-inch slices|2 (28 ounce) cans diced tomatoes|2 green bell peppers, cut into 1/2-inch slices|1 cup chopped onion|2 teaspoons salt|1 teaspoon white sugar|1 teaspoon dried oregano|1 teaspoon Italian seasoning|1 teaspoon dried basil|¼ teaspoon garlic powder|6 tablespoons grated Parmesan cheese, or to taste","Heat a large skillet over medium-high heat. Add sausage; cook and stir until browned and crumbly, 5 to 7 minutes. Drain and discard grease. Stir in celery; cook and stir until softened, about 10 minutes. Transfer to a slow cooker.|Stir zucchini, diced tomatoes, bell peppers, onion, salt, sugar, oregano, Italian seasoning, basil, and garlic powder into sausage mixture.|Cook on Low for 4 to 6 hours. Garnish each serving with 1 tablespoon Parmesan cheese.","https://www.allrecipes.com/recipe/232096/slow-cooker-zucchini-soup/"
55,"Baked Polenta with Fresh Tomatoes and Parmesan","Side Dish,Grain Side Dish Polenta Recipes",4.5,48,"https://www.allrecipes.com/thmb/SUcZv5NnZxZCLKIjCaSTXiPDV70=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1103015-6a5b928eef2e449e9025283d08d36eda.jpg","40 mins","This baked polenta with fresh tomatoes and Parmesan recipe is a perfect way to highlight and use fresh summer tomatoes. It makes a great side dish for grilled chicken or pork chops.","2 ¼ cups water|1 cup milk|1 tablespoon unsalted butter|1 cup quick-cooking polenta|1 1/2 cups grated Parmesan cheese, divided|4 fresh basil leaves, chopped and divided|salt and ground black pepper to taste|1 tablespoon unsalted butter, chilled and cut into pieces|2 tomatoes, sliced","Preheat the oven to 450 degrees F (230 degrees C). Grease an 8x8-inch baking dish.|Heat water, milk, and 1 tablespoon butter in a saucepan over medium-high heat; bring to a boil. Stir in polenta with a wooden spoon until thickened, about 5 minutes. Off heat, stir in 1 cup Parmesan cheese and 1/2 chopped basil; season with salt and pepper. Transfer to the prepared baking dish; arrange 1 tablespoon chilled pieces butter over top.|Bake in the preheated oven until bubbly and beginning to brown, 15 to 20 minutes. Remove from oven.|Decoratively arrange tomato slices over top of polenta; sprinkle remaining 1/2 chopped basil over tomatoes, then sprinkle with remaining 1/2 cup Parmesan cheese.|Return to oven; bake until tomatoes warm and Parmesan bubbly, 5 to 10 minutes.","https://www.allrecipes.com/recipe/143652/baked-polenta-with-fresh-tomatoes-and-parmesan/"
56,"Bread Pudding I","Desserts,Specialty Dessert Bread Pudding Recipes",4.6,571,"https://www.allrecipes.com/thmb/kDeb6CGywAz2bnZwKPIGv57Ye5c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7245293-a8fd91235f7d44bd8ebdc35968af34f7.jpg","50 mins","A no frills bread pudding. This is a recipe my mom always made and we all really enjoyed it.","10 slices white bread, cut into cubes|½ cup raisins|¼ cup margarine, melted|1 teaspoon ground cinnamon|6 eggs|¾ cup white sugar|2 teaspoons vanilla extract|½ teaspoon salt|3 cups hot milk|1 pinch ground nutmeg","Preheat the oven to 375 degrees F (190 degrees C).|Toss bread cubes, raisins, melted margarine, and cinnamon together in a large bowl until well mixed; transfer to a 2-quart baking dish.|Beat eggs in same bowl; stir in sugar, vanilla, and salt until sugar dissolved. Slowly whisk in hot milk; pour over bread cubes, sprinkle with nutmeg, and set aside to soak for 5 minutes.|Bake in the preheated oven until a knife inserted into the center comes out clean, 25 to 30 minutes.","https://www.allrecipes.com/recipe/9418/bread-pudding-i/"
57,"Hamburger Soup with Macaroni","Soups, Stews and Chili Soup Beef Soup Recipes",4.3,3,"https://www.allrecipes.com/thmb/0gtBAkJses1wB2zFR4HbOvDMG4I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8947289-590e9187ccd14640afabf14ef0abfde9.jpg","3 hrs 35 mins","This hamburger soup with macaroni feeds a crowd of people. Serve with Parmesan cheese, a salad, and warm crusty bread for a great meal. Make it ahead for even better flavor.","1 ½ pounds ground beef|1 medium onion, chopped|3 (14.5 ounce) cans diced tomatoes|3 (14 ounce) cans beef broth|3 (14 ounce) cans water|6 medium carrots, cut into bite-sized pieces|6 ribs celery with leaves, chopped|6 sprigs fresh parsley, chopped|1 bay leaf|1 teaspoon salt|1 teaspoon chili powder, or more to taste|½ teaspoon dried thyme|2 cups uncooked elbow macaroni","Heat a large soup pot over medium-high heat. Add ground beef and onion; cook and stir until beef browned and crumbly and onion translucent, 5 to 7 minutes. Drain and discard grease.|Add diced tomatoes, beef broth, water, carrots, celery, parsley, bay leaf, salt, chili powder, and thyme; bring to a simmer and cook for 3 to 4 hours.|Add macaroni; cook, stirring occasionally, until tender yet firm to the bite, 8 to 10 minutes.","https://www.allrecipes.com/recipe/282403/hamburger-soup-with-macaroni/"
58,"Lengua (Beef Tongue)","Cuisine,Latin American,Mexican",4.5,24,"https://www.allrecipes.com/thmb/WsuyzxeT3RndC6SeNnO6FSm42DU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/573759-7d6c92fef82a435aa2d25ceb38748371.jpg","4 hrs 10 mins","This beef tongue (lengua) takes a little time to prepare but is very tasty served in some warm corn tortillas.","1 beef tongue|1 large onion, chopped, divided|3 tablespoons salt|3 whole jalapeño peppers, stemmed, divided|2 cloves garlic|3 whole tomatoes|2 tablespoons vegetable oil","Add tongue, 1/2 chopped onion, 3 tablespoons salt, 1 jalapeño, and garlic cloves to a large pot filled with water to cover tongue by several inches; bring to a boil over high heat. Reduce heat to medium-low; cover and simmer until very tender, 3 to 4 hours. Remove tongue from pot; allow to cool. Reserve cooking liquid. When tongue cool enough to handle, peel off tough outer skin; shred meat using two forks.|Bring a large saucepan of water to a boil over high heat. Add whole tomatoes and remaining 2 jalapeños; boil until tender. Transfer tomatoes and jalapeños to a blender; purée until smooth.|Heat vegetable oil in a large skillet over medium heat. Stir in remaining 1/2 chopped onion; cook until softened and translucent, about 5 minutes. Stir in shredded tongue and puréed tomato mixture; bring to a simmer, stirring occasionally, then pour in 2 cups reserved cooking liquid. Cook and stir until liquid evaporated, leaving moist, flavorful meat, about 20 minutes.","https://www.allrecipes.com/recipe/157433/lengua-beef-tongue/"
59,"Hog Maw","Meat and Poultry,Pork,Sausage",4.5,20,"https://www.allrecipes.com/thmb/hplOegiW3VykNJh5eq6_RsAj-V0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/343530-236c2d13cc404622806dc4d921d742c3.jpg","1 hr 5 mins","Hog Maw translates to Pig Stomach. Grew up with it and I'm still alive and I love this meal. Good Pennsylvania dish.","4 baking potatoes, peeled and cubed|1 large pork stomach|1 ½ pounds bulk pork sausage|1 medium head cabbage, separated into leaves and rinsed|salt and ground black pepper to taste","Preheat the oven to 375 degrees F (190 degrees C).|Place potatoes in a large pot and cover with lightly salted water; bring to a boil. Cook until tender, about 10 minutes. Drain and let cool.|Wash pork stomach thoroughly in cold water. Stuff stomach until full, alternating with potatoes, sausage, and cabbage, and seasoning with salt and pepper. Try to make even layers, imagining how it will look when you slice it. Fold stomach closed; place in a shallow roasting pan. If you have any leftover stuffing ingredients, place them in the pan around stomach.|Roast, uncovered, in the preheated oven until sausage cooked through and stomach browned and crispy, 40 to 50 minutes. Cut into 2-inch slices; serve piping hot. You can make gravy out of the drippings if desired, but it is good by itself as a whole meal.","https://www.allrecipes.com/recipe/89191/hog-maw/"
60,"Marinated Spicy Pork Chops","Main Dishes,Pork,Pork Chop Recipes",4.3,350,"https://www.allrecipes.com/thmb/oDUxAwYtFfUeZk-CrQzrSrL45zg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1392827-be0f55a24b484906a9b40ce0aa427f76.jpg","6 hrs 20 mins","This tasty marinade comes together in minutes and can also be used for steak or chicken! To save time, prepare the marinade in the morning and grill the pork when you get home from work.","¾ cup soy sauce|¼ cup fresh lemon juice|1 tablespoon brown sugar|1 tablespoon chili sauce|¼ teaspoon garlic powder|8 (4 ounce) (1-inch thick) center-cut pork chops|vegetable oil for the grill","Combine soy sauce, lemon juice, brown sugar, chili sauce, and garlic powder in a large resealable bag. Place pork chops into the bag and seal. Marinate for 6 to 12 hours in the refrigerator. Turn the bag over about halfway through.|Preheat an outdoor grill for high heat.|Lightly oil the grate. Arrange pork chops on the grate and cook 5 to 7 minutes on each side until the internal temperature reaches 145 degrees F (63 degrees C).","https://www.allrecipes.com/recipe/88495/marinated-spicy-pork-chops/"
61,"Blackcurrant and Miso Clafoutis","Desserts,Fruit Desserts",0.0,0,"https://www.allrecipes.com/thmb/EApXY-hDkHvckgfJ48H_ELZVS9g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/ALR-blackcurrant-and-miso-clafoutis-recipe-8684096-VAT-4x3-e1d14fc23eb54bebb2c6370d20c8e8c5.jpg","50 mins","The miso paste adds a lowkey saltiness to this clafoutis, bringing out the flavor of vanilla and enriching the cream. Serve lukewarm with whipped cream.","8 tablespoons white sugar, divided|4 tablespoons light brown sugar|2 large eggs, at room temperature|1 1/2 teaspoons vanilla extract|1 teaspoon miso paste|6 tablespoons all-purpose flour|7 tablespoons heavy whipping cream or double cream|2/3 cup milk|1 tablespoon butter, for greasing|2 cups blackcurrants, removed from their vines","Gather all ingredients. Preheat the oven to 400 degrees F (200 degrees C).|AllRecipes/Julia Hartbeck|Combine 7 tablespoons white sugar, soft light brown sugar, eggs, vanilla extract, and miso paste in a bowl and whisk vigorously until eggs are foamy,  2 to 3 minutes.|AllRecipes/Julia Hartbeck|Whisk in flour until smooth, then add milk and cream. Stir until thoroughly combined.|AllRecipes/Julia Hartbeck|Melt 1 tablespoon butter in a heavy ovenproof cast iron skillet. Use a piece of paper towel to spread the butter around the base and sides of the skillet. Sprinkle all over with remaining 1 tablespoon sugar to leave a thin, glittering crust around the skillet.|AllRecipes/Julia Hartbeck|Cook’s Note|Alternatively, you could use a ceramic pie dish, in which case you should melt the butter in the dish in the oven for a few minutes, rather than on the stove.|Tip blackcurrants into the prepared dish and arrange evenly. Pour batter carefully on top.|AllRecipes/Julia Hartbeck|Bake in the preheated oven until clafoutis is set around the sides, but still jiggles in the center, about 30 minutes. Leave to cool until lukewarm before serving.|AllRecipes/Julia Hartbeck|From the Editor|The original recipe was submitted using metric, which we converted into cups. If you have a kitchen scale, you can use the following measurements: 90 g sugar for the batter, 50 g light brown sugar, 50 g flour, 100 ml heavy whipping cream or double cream, 150 ml milk, and 200 g blackcurrants.","https://www.allrecipes.com/blackcurrant-and-miso-clafoutis-recipe-8684096"
62,"Puff Pastry Salmon","Main Dishes,Seafood Main Dishes,Salmon,Baked Salmon Recipes",4.5,179,"https://www.allrecipes.com/thmb/WnDwQnta3HXM-oL6prBsq4_O38U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1103975-84949e5622d4428385c78fa9b80a33cb.jpg","35 mins","An excellent blend of salmon, pesto, spinach and puff pastry. It tastes great and only takes a few minutes to put it all together!","2 (12 ounce) skinless, boneless salmon fillets|1 teaspoon onion powder|½ teaspoon garlic powder|seasoned salt to taste|1 (6 ounce) package spinach leaves|1 (17.25 ounce) package frozen puff pastry, thawed|⅓ cup pesto","Preheat the oven to 375 degrees F (190 degrees C).|Season salmon fillets with onion powder, garlic powder, and seasoned salt.|Divide 1/2 spinach between two sheets puff pastry; mound in the center. Place 1 salmon fillet on top of each spinach mound. Divide and spread pesto on salmon fillets; divide and top with remaining 1/2 spinach.|Moisten edges of puff pastry with water; fold to the center and seal the seams.|Bake in the preheated oven until pastry puffed and golden and salmon cooked through, 20 to 25 minutes.","https://www.allrecipes.com/recipe/70923/puff-pastry-salmon/"
63,"Swedish Meatballs with Creamy Dill Sauce","Cuisine,European,Scandinavian",4.6,49,"https://www.allrecipes.com/thmb/5RzCmwgNN-hRJV8xYXQ0nytUDKA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7829265-5460e1c509d541ebb347eaaf7af55d51.jpg","1 hr","There are many versions of Swedish meatballs, and this is how we like ours. They're juicy, tender, and flavorful in a creamy and rich dill sauce. We enjoy them over mashed potatoes or buttered noodles and served with lingonberry sauce or cranberry sauce.","cooking spray|1 cup fresh bread crumbs|¾ cup milk|1 pound lean ground beef|8 ounces lean ground pork|½ cup finely chopped onion|½ cup finely chopped fresh parsley|¼ cup finely chopped celery|1 large egg, lightly beaten|1 teaspoon minced garlic|1 teaspoon white sugar|1 teaspoon salt|½ teaspoon freshly ground black pepper|3 tablespoons unsalted butter|3 tablespoons all-purpose flour|2 cups beef broth|1 tablespoon Worcestershire sauce|1 cup reduced-fat sour cream|3 tablespoons chopped fresh dill|¼ teaspoon grated lemon zest|salt and ground black pepper to taste","Preheat the oven to 350 degrees F (175 degrees C). Line a baking sheet with aluminum foil; place a baking rack on top. Coat the baking rack with cooking spray.|Combine bread crumbs and milk in a large bowl until bread crumbs soak up milk, about 10 minutes. Mix in ground beef, ground pork, onion, parsley, celery, egg, garlic, sugar, salt, and pepper until combined; mixture will be fairly wet. Form into 36 meatballs with a 1-tablespoon cookie scoop; place on the prepared baking rack.|Bake in the preheated oven until an instant-read thermometer inserted into centers of meatballs reads 160 degrees F (71 degrees C), about 18 minutes.|Meanwhile, melt butter in a large saucepan over medium-low heat. Whisk in flour; cooking and stirring constantly, for 2 minutes. Gradually whisk in beef broth and Worcestershire sauce until smooth; cook and stir until slightly thickened, about 12 minutes.|Add meatballs to sauce; simmer 3 minutes. Stir in sour cream, dill, and lemon zest; season with salt and pepper. Serve immediately.","https://www.allrecipes.com/recipe/279630/swedish-meatballs-with-creamy-dill-sauce/"
64,"Buckwheat and Orange Shortbread Cookies","Desserts,Cookies,Butter Cookie Shortbread Cookie Recipes",0.0,0,"https://www.allrecipes.com/thmb/IjPhlfsohUhujYskFeydEkvjDoQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/ALR-8684166-buckwheat-and-orange-shortbread-cookies-recipe-VAT-4x3-1closecrop-7a52615053fc43cb84dd7a11c808b16b.jpg","6 hrs 32 mins","All-butter shortbread with orange zest, plus dark buckwheat flour for a nutty, savory flavor. (An adaptation of Alison Roman's chocolate chunk cookies.)","1 cup plus 1 1/2 tablespoons salted butter, softened|1/2 cup light brown sugar|1/4 cup white sugar|2 large egg yolks|zest of 2 oranges|2 cups plus 1 tablespoon all-purpose flour|1/2 cup dark buckwheat flour|1 large egg, lightly beaten|crunchy demarara sugar, as needed|buckwheat groats for sprinkling","Gather all ingredients.|AllRecipes/Qi Ai|Combine butter, light brown sugar, and white sugar in a bowl and beat with an electric mixer until fluffy, 2 to 3 minutes. Beat in egg yolks and orange zest.|AllRecipes/Qi Ai|Combine flour and buckwheat flour in a small bowl. Stir flour mixture into butter mixture until you have a soft dough.|AllRecipes/Qi Ai|Divide the dough in halves and set on a sheet of parchment paper or plastic wrap. Shape into 2 logs, about 2 inches in diameter, using the paper or wrap, and wrap up tightly. Refrigerate until firm, at least 6 hours.|AllRecipes/Qi Ai|Preheat the oven to 350 degrees F (180 degrees C). Line 2 baking sheets with parchment paper. Unwrap dough logs and brush each log with beaten egg.|AllRecipes/Qi Ai|Pour demerara sugar into a shallow dish and roll the egg-washed logs in the sugar, until encrusted all around with sugar.|AllRecipes/Qi Ai|Cut each log into 1/2-inch slices and arrange on the prepared baking sheets. Sprinkle with buckwheat groats if you like.|AllRecipes/Qi Ai|Bake in the preheated oven until lightly browned, 12 to 14 minutes. Cookies will firm up as they cool.|AllRecipes/Qi Ai|From the Editor|The original recipe was submitted in metric. If you have a kitchen scale, you can use the following measurements: 250 g butter, 100 g light brown sugar, 50 g sugar, 260 g all-purpose flour, and 65 g dark buckwheat flour","https://www.allrecipes.com/buckwheat-and-orange-shortbread-cookies-recipe-8684166"
65,"15-Minute Butter Gnocchi with Spicy Chili Crisp, Capers and Parmesan","Pasta and Noodles,Pasta by Shape Gnocchi Recipes",0.0,0,"https://www.allrecipes.com/thmb/zjQ1_DLGR6MVY2aWIdEa_ing3rU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/GnocchiRuby4x3-d2694961fd6f4bf5bd4695b436b0643c.jpg","15 mins","This is the quickest, easiest, midweek lifesaver recipe. There’s no substitute for chili crisp oil – get the Lao Gan Ma brand if you can. Along with the sharpness of the capers and the richness of butter and cheese, it’s a dream.","2 (17.6 oz) packages gnocchi|6 tablespoons salted or un salted butter|4 tablespoons capers in brine, well drained|2 tablespoons chili crisp oil (such as Lao Gan Ma Spicy Chili Crisp)|3/4 cup freshly grated Parmesan cheese, or to taste","Bring a large pan of water to a steady simmer. Add gnocchi and cook until they float to the top, 2 to 4 minutes. Drain gnocchi, reserving a few tablespoons of cooking water.|Meanwhile, melt butter in a large skillet over medium-high heat until molten and sizzling, about 2 minutes. Add capers and chili crisp oil and sizzle, stirring continuously, about 30 seconds.|Add drained gnocchi to the skillet along with a couple of tablespoons of reserved cooking water. Stir or shake the pan until gnocchi are well coated with a slick of red oil and everything’s piping hot. Serve straight away with freshly grated Parmesan cheese to taste.|Cook’s Note|Feel free to substitute Parmesan cheese with a vegetarian alternative.","https://www.allrecipes.com/15-minute-butter-gnocchi-with-spicy-chili-crisp-capers-and-parmesan-recipe-8684030"
